"startup_id","startup_name","scope_decision","macro_theme","review_status","quality_band","source_backed_status","has_external_source","source_url","source_type","source_date","evidence_is_stub","data_quality_score_10"
"hybridon","Hybridon","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://hybridon.com.ar/","official_website_or_public_profile","2026-05-08","False","8.5"
"ideelab","IdeeLab","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://ideelab.com.br/","official_website","2026-04-29","False","8"
"imeve","Imeve","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://imeve.com.br/en/about-us","official_website","2026-04-29","False","8"
"imvalv","Imvalv","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://home.imvalv.com/","official_website","2026-05-06","False","8.5"
"inbioar","Inbioar","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://inbioar.com/","official_website","2026-05-06","False","8.5"
"inceres","InCeres","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.inceres.com.br/","official_website","2026-04-29","False","8"
"incluirtec","Incluirtec","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.incluirtec.co/","official_website","2026-05-06","False","8"
"infira","Infira","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://ar.linkedin.com/company/infira","public_company_profile","2026-04-23","False","8.5"
"ini","INI","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.forbesargentina.com/innovacion/como-ini-unica-fintech-region-procesa-pagos-internet-n36586","external_news_profile","2026-04-23","False","9"
"inmet","INMET","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://inmet.com.ar/en/biomateriales/","official_website","2026-05-08","False","8.5"
"inner_cosmos","Inner Cosmos","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://innercosmos.ai/","official_website","2026-05-08","False","8.5"
"innova_space","Innova Space","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.innova-space.com/en/","official_website","2026-05-08","False","8"
"innovai","Innovai","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://theganeshalab.com/startup/innovai/","official_portfolio_profile","2026-04-24","False","8"
"inprenha","Inprenha","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.spventures.com.br/","official_portfolio_profile","2026-05-06","False","8"
"inventa","Inventa","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"invitrall","Invitrall","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","False","8.5"
"iof","Iof","exclude","peripheral or underclassified ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"jampp","Jampp","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"jetbov","JetBov","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://spventures.com.br/portfolio/jetbov/","official_portfolio_profile","2026-04-24","False","8"
"kangu","Kangu","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"keclon","Keclon","include","biomanufacturing and bioindustrial platforms","reviewed","high","source_backed_reviewed","True","https://keclon.com/","official_website","2026-04-22","False","8.5"
"kigui","Kigüi","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://kigui.io/en/","official_website","2026-04-22","False","9"
"kilimo","Kilimo","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://kilimo.com/","official_website","2026-05-06","False","9"
"kresko_rnatech","Kresko RNAtech","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://sosv.com/company/kresko-rnatech/","official_company_profile","2026-04-21","False","8.5"
"krilltech","Krilltech","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://krilltech.com.br/","official_website","2026-05-08","False","8"
"laurus","Laurus","include","biomanufacturing and bioindustrial platforms","reviewed","high","source_backed_reviewed","True","https://laurus.bio/about-us/","official_website","2026-05-06","False","8.5"
"laurus_ag_tech","Laurus AG Tech","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/company/laurusagtech","external_profile","2026-05-06","False","8"
"leaf","Leaf","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://withleaf.io/","official_website","2026-04-29","False","8"
"lemon","Lemon","exclude","peripheral or non-core digital ventures","seeded","high","missing_external_source","False","","manual_public_signal","2026-04-23","False","9.5"
"lemu","Lemu","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.le.mu/","official_website","2026-05-08","False","8"
"levya","Levya","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://levyabio.com/","official_website","2026-04-23","False","8.5"
"lia_aeospace","LIA Aeospace","exclude","frontier hardware and infrastructure systems","reviewed","high","source_backed_reviewed","True","https://lia-aerospace.com/","official_website","2026-04-21","False","8.5"
"libera","Libera","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-04-20","False","8.5"
"lifit","Lifit","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"limay_biosciences","Limay Biosciences","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","institutional_public_source","2026-04-20","False","8.5"
"lipock","Lipock","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","False","8.5"
"logan","Logan","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"logshare","LogShare","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.logshare.com.br/embarcadores?lang=en","official_website","2026-05-08","False","8.5"
"lupeon","Lupeon","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.cbinsights.com/company/lupeon","secondary_public_profile","2026-04-29","False","8.5"
"luzid","Luzid","exclude","peripheral or non-core digital ventures","seeded","high","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8.5"
"m4life","M4Life","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-04-20","False","8.5"
"mabloc","Mabloc","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.mabloc.com/","official_website","2026-04-28","False","9"
"magnamed","Magnamed","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.inovacoesmagnamed.com.br/company","official_website","2026-05-08","False","8"
"matchetune","Matchetune","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://chileglobalventures.cl/portafolio/matchetune/","official_portfolio_profile","2026-04-23","False","8"
"mavios","Mavios","include","biomanufacturing and bioindustrial platforms","reviewed","high","source_backed_reviewed","True","https://mavios.ai/","official_website","2026-04-21","False","8.5"
"menta_tickets","Menta Tickets","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"mentatech","MentaTech","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://es.linkedin.com/posts/mentatech_partnerspotlight-ticketing-innovation-activity-7389643498267901954-Er8i","public_company_signal","2026-04-23","False","9"
"mesenchyal_t","Mesenchyal-T","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://mesenchyalt.com.ar/","official_website","2026-05-06","False","8.5"
"metabix-biotech","metaBIX Biotech","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://mtec-sc.org/life-sciences/metabix-biotech","external_company_profile","2026-05-08","False","8"
"michroma","Michroma","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.michroma.co/","official_website","2026-05-06","False","9"
"microgenesis","Microgenesis","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.microgenesis.net/","official_website","2026-04-22","False","9"
"microin","MicroIN","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8.5"
"microscopia","microscopIA","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/company/microscopia","secondary_public_profile","2026-04-20","False","8"
"microterra","MicroTerra","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://sosv.com/company/microterra/","official_company_profile","2026-04-21","False","8.5"
"migma","MIGMA","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://ar.linkedin.com/company/migma-co","linkedin_company_profile","2026-05-06","False","8"
"mombak","Mombak","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://mombak.com/","official_website","2026-04-29","False","8"
"momentum-therapeutics","Momentum Therapeutics","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://zentynel.com/en/portfolio/","official_portfolio_profile","2026-04-23","False","8"
"monte-caldera-technology","Monte Caldera Technology","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://montecaldera.com/","official_website","2026-04-22","False","8"
"moss","Moss","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://spventures.com.br/portfolio/","official_portfolio_profile","2026-04-29","False","8"
"mudafy","Mudafy","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"multiplai_health","MultiplAI Health","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.multiplaihealth.com/","official_website","2026-05-06","False","8.5"
"mural","Mural","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"muta","MUTA","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/company/muta-world","external_profile","2026-04-23","False","8"
"mycorium_biotech","Mycorium Biotech","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-04-20","False","8.5"
"mzp","MZP","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/company/mzp","external_profile","2026-05-06","False","8"
"nairotech","Nairotech","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://www.argentina.gob.ar/noticias/disenan-plasticos-con-propiedades-antimicrobianas","government_public_profile","2026-05-08","False","8.5"
"nanojump_bio","Nano Jump Bio","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://es.gridexponential.com/project-tag/tools","official_portfolio_profile","2026-04-20","False","8"
"nanogrow_biotech","Nanogrow Biotech","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://www.nanogrowbiotech.com/","official_website","2026-04-20","False","8"
"nanoingreen","Nanoingreen","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://www.nanoingreen.com/","official_website","2026-05-06","False","9"
"nanoprox","NanoproX","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.nanoprox.com/","official_website","2026-05-08","False","8"
"nanotica","Nanotica","include","precision agriculture and resource intelligence","reviewed","high","source_backed_reviewed","True","https://nanotica.com.ar/en/","official_website","2026-05-08","False","8.5"
"nanotransfer","Nanotransfer","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://nanotransfer.bio/","official_website","2026-04-22","False","8.5"
"nat4bio","Nat4Bio","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.nat4bio.com/","official_website","2026-05-08","False","9"
"nativas","Nativas","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://nativas.la/","official_website","2026-04-29","False","8"
"naturannova","Naturannova","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://naturannova.com/","official_website","2026-04-22","False","8.5"
"neocell","Neocell","include","biomanufacturing and bioindustrial platforms","reviewed","high","source_backed_reviewed","True","https://neocellbiotech.com/","official_website","2026-04-22","False","8.5"
"neocrop-technologies","Neocrop Technologies","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://zentynel.com/en/portfolio/","official_portfolio_profile","2026-04-23","False","8"
"new_organs_biotech","New Organs Biotech","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","False","8.5"
"nexxto","Nexxto","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://nexxto.com/","official_website","2026-05-06","False","8"
"nideport","Nideport","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://demo.nideport.com/en/blog/first-certified-carbon-credit-project-misiones-argentina","secondary_public_profile","2026-05-06","False","8"
"nilus","Nilus","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://newtopia.vc/portfolio/","official_portfolio_profile","2026-05-08","False","8"
"nocarbon_milk","NoCarbon Milk","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://www.milkpoint.com.br/noticias-e-mercado/giro-noticias/primeiro-leite-carbono-neutro-e-lancado-no-brasil-226155/","secondary_public_profile","2026-05-06","False","8"
"notfossil","NotFossil","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-05-08","False","8.5"
"novo_space","NOVO SPACE","exclude","frontier hardware and infrastructure systems","reviewed","high","source_backed_reviewed","True","https://www.novo.space/","official_website","2026-04-21","False","9"
"nuclearis","Nuclearis","exclude","frontier hardware and infrastructure systems","seeded","high","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8.5"
"nude","Nude","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://heynude.com.br/","official_website","2026-04-23","False","8"
"nunatak_biotech","Nunatak Biotech","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://www.nunatakbio.com/","official_website","2026-05-08","False","8.5"
"nuvemshop","Nuvemshop","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7.5"
"nuvia","Nuvia","exclude","frontier hardware and infrastructure systems","seeded","high","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8.5"
"ocular_bio_design","Ocular Bio Design","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","official_public_profile","2026-04-22","False","8.5"
"omica","Omica","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.omica.bio/","official_website","2026-05-08","False","8.5"
"omics","OMICS","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://kptl.com.br/portfolio/omics/?lang=en","official_portfolio_profile","2026-04-23","False","8"
"onco_precision","Onco Precision","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.oncoprecision.bio/","official_website","2026-04-22","False","8.5"
"oncoliq","Oncoliq","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-04-20","False","9"
"oneinfinite","OneInfinite","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.oneinfinite.la/en","official_website","2026-04-23","False","8.5"
"openlayer","Openlayer","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://www.openlayer.com/about","official_website","2026-04-20","False","8"
"outpost","Outpost","include","computational biology and scientific software","reviewed","medium","source_backed_reviewed","True","https://www.outpost.bio/","official_website","2026-05-08","False","8"
"patagon-fiber","Patagon Fiber","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://theganeshalab.com/startup/patagon-fiber/","official_portfolio_profile","2026-04-24","False","8"
"payjoy","Payjoy","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"pepton","Pepton","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://cites-gss.com/en/alianza-estrategica-con-uovo-para-impulsar-pepton-y-revolucionar-la-biotecnologia-en-argentina/","external_news_profile","2026-05-06","False","8.5"
"phagelab","PhageLab","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://phage-lab.com/","official_website","2026-05-06","False","8"
"phylumtech","PhylumTech","include","computational biology and scientific software","reviewed","high","source_backed_reviewed","True","https://www.phylumtech.com/home/en/company/","official_website","2026-05-06","False","8.5"
"pill_ar","Pill.AR","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://pill.ar/","official_website","2026-05-08","False","8.5"
"pink-farms","Pink Farms","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://spventures.com.br/portfolio/brain-ag-3/","official_portfolio_profile","2026-04-24","False","8"
"plamic","Plamic","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.argentina.gob.ar/ciencia/seppCTI/desarrollo-tecnologico-e-innovacion/diseno-fabricacion-y-caracterizacion-de-chips-o","government_public_profile","2026-05-08","False","8.5"
"plamic_biotech","Plamic Biotech","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","official_public_profile","2026-05-06","False","8"
"poas_bioenergy","Poás Bioenergy","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.poasbioenergy.com/","official_website","2026-04-20","False","8"
"pods","Pods","exclude","peripheral or underclassified ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"polymera","POLYMERA","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://www.linkedin.com/company/polymera","public_company_profile","2026-04-23","False","8.5"
"pomelo","Pomelo","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"precision_ag","Precision Ag","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.precision.agr.br/en","official_website","2026-05-06","False","8"
"pregen","PreGen","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.linkedin.com/posts/grid-exponential_gridx-activity-7381742354665381888-Gp0R","official_public_profile","2026-04-22","False","8.5"
"prima","Prima","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"produzindo-certo","Produzindo Certo","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://theyieldlablatam.com/portfolio/","official_portfolio_listing","2026-04-23","False","8"
"promip","Promip","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://promip.agr.br/institucional/","official_website","2026-05-08","False","8"
"properati","Properati","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7.5"
"protiva","Protiva","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://www.protiva.bio/","official_website","2026-04-21","False","8"
"puna_bio","Puna Bio","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://www.puna.bio/en","official_website","2026-05-08","False","9"
"qive","Qive","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"qnity","Qnity","include","computational biology and scientific software","reviewed","medium","source_backed_reviewed","True","https://www.qnity.bio/","official_website","2026-05-06","False","8"
"quadminds","Quadminds","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"quantum_south","Quantum South","exclude","computational biology and scientific software","reviewed","high","source_backed_reviewed","True","https://quantum-south.com/","official_website","2026-04-21","False","8.5"
"qumir_nano","Qumir Nano","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://www.qumirnano.com/","official_website","2026-05-08","False","9"
"radbio","Radbio","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://radbiopharm.com/","official_website","2026-05-08","False","8.5"
"radial","Radial","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","False","8"
"re_green","re.green","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://re.green/en/","official_website","2026-04-29","False","8"
"resistia","Resistia","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.linkedin.com/company/resistia","public_company_profile","2026-04-23","False","8.5"
"retargetly","Retargetly","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7.5"
"retrypay","Retrypay","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/retrypay","external_profile","2026-04-23","False","8"
"ripio","Ripio","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7.5"
"rsk","Rsk","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"ruedata","Ruedata","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://ruedata.com/","official_website","2026-04-23","False","9"
"rumina","Rumina","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://rumina.com.br/","official_website","2026-04-28","False","8.5"
"ruuts","Ruuts","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://ruuts.la/","official_website","2026-05-08","False","8"
"samay","Samay","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://zentynel.com/en/portfolio/","official_portfolio_profile","2026-04-23","False","8"
"satellites_on_fire","Satellites on Fire","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.satellitesonfire.com/en","official_website","2026-05-08","False","8.5"
"satellogic","Satellogic","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://satellogic.com/earth-observation/environment-climate/","official_website","2026-05-08","False","8.5"
"sciphage","SciPhage","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/company/ciencia-y-tecnologia-de-fagos-sciphage1","external_company_profile","2026-05-06","False","8"
"scitherm_therapeutics","Scitherm Therapeutics","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://scitherm.bio/","official_website","2026-04-22","False","8.5"
"securitize","Securitize","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7.5"
"seedmatriz","SeedMatriz","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://seedmatriz.com/en/","official_website","2026-05-08","False","9"
"seedz","Seedz","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.seedz.ag/","official_website","2026-05-08","False","8"
"semion","Semion","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://semionbio.com/","official_website","2026-04-21","False","8.5"
"sensei","Sensei","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://www.sensei.tech/","official_website","2026-04-23","False","8"
"sensify","Sensify","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.sensify.com.ar/","official_website","2026-05-06","False","8.5"
"sensix","Sensix","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://sensix.ag/","official_website","2026-05-08","False","8"
"sette","Sette","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.sette.ag/","official_website","2026-04-29","False","8"
"silohub","Silohub","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.descubre.vc/silohub","secondary_public_profile","2026-04-20","False","8"
"siloreal","SiloReal","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.siloreal.com/en/","official_website","2026-05-08","False","8"
"sima","Sima","include","precision agriculture and resource intelligence","reviewed","high","source_backed_reviewed","True","https://sima.ag/","official_website","2026-04-20","False","8.5"
"single_strand_biotech","Single Strand Biotech","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://www.singlestrand.com/","official_website","2026-04-20","False","8"
"sioma","Sioma","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://theyieldlablatam.com/companies/eiwa-2/","official_portfolio_profile","2026-04-23","False","8"
"sirena","Sirena","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"skyloom","Skyloom","exclude","frontier hardware and infrastructure systems","reviewed","high","source_backed_reviewed","True","https://www.skyloom.co/","official_website","2026-04-21","False","9"
"smartbreeder","SmartBreeder","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.kptl.com.br/portfolio/smartbreeder/","official_portfolio_profile","2026-04-23","False","8"
"solfium","Solfium","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://solfium.com/en/","official_website","2026-05-08","False","8"
"solinftec","Solinftec","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.solinftec.com/en-us/about/","official_website","2026-04-29","False","8"
"solubio","Solubio Tecnologias Agricolas","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.solubio.agr.br/","official_website","2026-04-29","False","8"
"soygreen","SoyGREEN","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://soygreen.bio/","official_website","2026-05-06","False","8"
"spaceag","SpaceAG","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://theyieldlablatam.com/companies/spaceag/","official_portfolio_profile","2026-04-23","False","8"
"speclab","SpecLab","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.speclab.com.br/english.html","official_website","2026-05-06","False","8"
"spectrum","Spectrum","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"spherebio","SphereBio","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.spherebio.co/","official_website","2026-04-22","False","8.5"
"splight","Splight","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://content.splight-ai.com/blog/ai-powered-grids-the-future-of-efficient-renewable-energy","official_website","2026-05-08","False","9"
"spline","Spline","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"stamm","Stämm","include","biomanufacturing and bioindustrial platforms","reviewed","high","source_backed_reviewed","True","https://www.stamm.bio/","official_website","2026-05-06","False","9"
"starlight_ventures","Starlight Ventures","exclude","peripheral or underclassified ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"stradot","Stradot","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.crunchbase.com/organization/stradot","external_profile","2026-04-23","False","9"
"strike","Strike","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"sylvarum","Sylvarum","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://www.sylvarum.co/","official_website","2026-05-08","False","8.5"
"symbiomics","Symbiomics","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.symbiomics.com.br/pt/tecnologia/","official_website","2026-05-06","False","8"
